state,migpuma_name,net migration,raw net migration,migpuma1,n_obs_for_median_real_wage,median_real_wage,migpuma_population,top_place_population,proportion_in_named_place,n_out,n_in,n_obs_n_in,net migration (not foreign)
Alabama,"Lauderdale, Colbert, Franklin & Marion",-2.505130369729789e-4,-73,190,625,65429.25,291402,176267,0.6048928970974805,1586,1513,56,-4.632775341281117e-4
North Carolina,"Franklin, Vance & Warren",-2.5528414543632313e-4,-54,590,540,53192.18604651165,211529,111036,0.5249209328271773,751,697,52,-2.6946659796056333e-4
Texas,Deep East Texas COG,-2.58502135227637e-4,-25,4100,162,60895.5737704918,96711,96711,1,295,270,17,-4.2394350177332464e-4
Nebraska,Douglas County,-2.604638521471281e-4,-138,900,2389,71205.16666666666,529824,529824,1,9880,9742,326,-0.0011796370115359062
New Jersey,Morris County,-2.6485757127692633e-4,-127,1500,3820,107512.72972972973,479503,479503,1,7227,7100,363,-9.343007238745118e-4
Iowa,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties",-2.681596931603026e-4,-33,2200,373,58779.586206896536,123061,123061,1,1131,1098,41,-2.681596931603026e-4
Alabama,"Chilton, Tallapoosa, Chambers & Coosa Counties",-2.7001374615434967e-4,-33,1800,263,58680.33333333333,122216,122216,1,639,606,22,-2.7001374615434967e-4
Tennessee,"Putnam, Overton, Jackson, Clay & Pickett Counties",-2.703753147337648e-4,-32,700,323,49196.93617021278,118354,118354,1,497,465,33,-4.055629721006472e-4
Missouri,"Taney, Barry, Stone & McDonald Counties",-2.7318475916606757e-4,-38,2700,296,46034.96428571428,139100,139100,1,862,824,35,-5.104241552839684e-4
Minnesota,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties",-2.7677191687616764e-4,-36,1900,619,66832.33333333353,130071,130071,1,721,685,48,-2.9983624328251495e-4
New Jersey,Atlantic County,-2.768386701676971e-4,-99,190,1539,69364.46808510637,357609,252230,0.7053234118828106,2535,2436,137,-5.564736905391084e-4
Tennessee,Hawkins & Sullivan,-2.768760740882184e-4,-58,1090,653,65136.17757009346,209480,105072,0.5015848768378843,1240,1182,60,-4.916937177773535e-4
Maryland,"Wicomico, Worcester & Somerset Counties",-2.7785660234581916e-4,-47,1400,653,64504.62962962961,169152,169152,1,1502,1455,67,-7.271566401816118e-4
Arkansas,South Central Arkansas,-2.7945506262787566e-4,-28,1900,258,66893.48387096774,100195,100195,1,459,431,27,-5.788712011577424e-4
Virginia,Southside Planning District Commission & Commonwealth Regional Council,-2.999486626327417e-4,-52,51105,449,54591.69230769229,173363,173363,1,833,781,55,-4.960689420464575e-4
Tennessee,Montgomery & Stewart Counties,-3.0380581144472536e-4,-59,300,628,50951.50000000002,194203,194203,1,3029,2970,125,-0.0013851485301462903
Michigan,Bay & Midland Counties,-3.0388374276241176e-4,-56,1400,649,77031.3432835821,184281,184281,1,1642,1586,70,-0.0011015785675137426
Missouri,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",-3.047660725030672e-4,-39,700,551,52705.12500000008,127967,127967,1,690,651,41,-3.282096165417647e-4
Indiana,"Grant, Miami & Wabash Counties",-3.0583320901089066e-4,-41,1400,366,58304.57142857143,134060,134060,1,493,452,26,-3.80426674623303e-4
Michigan,Ottawa County,-3.1146893821687655e-4,-86,800,918,75779.53125000001,276111,276111,1,2681,2595,96,-6.446682674721399e-4
Indiana,"Jasper, Starke, Fulton, Newton & Pulaski Counties",-3.1350815626864613e-4,-31,700,222,54531.27272727274,98881,98881,1,188,157,12,-3.1350815626864613e-4
West Virginia,"Wood, Pleasants & Wirt Counties",-3.1911389277773205e-4,-31,700,355,69604.43750000006,97144,97144,1,718,687,33,-3.1911389277773205e-4
Texas,East Texas COG,-3.2111319240032114e-4,-42,1800,320,60493.33870967744,130795,130795,1,682,640,38,-3.2111319240032114e-4
Texas,Ark-Tex COG,-3.2244289710585714e-4,-37,1100,311,70151.3055555555,114749,114749,1,531,494,33,-3.2244289710585714e-4
Michigan,Livingston County,-3.2344717943095223e-4,-59,2800,983,92053.77777777778,182410,182410,1,1688,1629,83,-7.071980702812345e-4
New Jersey,Ocean County,-3.2416103619389386e-4,-185,1200,2036,75167.17948717932,570704,570704,1,3743,3558,169,-3.4343547618380106e-4
Kentucky,Northern Kentucky Area Development District,-3.243383497664764e-4,-40,2500,457,84675.09677419355,123328,123328,1,1373,1333,48,-0.0012892449403217436
Oklahoma,Northeast Oklahoma,-3.2441896801372103e-4,-136,190,1122,65317.54166666663,419211,160690,0.3833153233097414,1994,1858,105,-3.8882567489879796e-4
New York,Madison & Cortland Counties,-3.248777318266031e-4,-37,1500,669,67801.82352941176,113889,113889,1,880,843,56,-0.0012292670933979576
New York,Ulster County,-3.2518986560190995e-4,-79,2700,1086,71019.21428571412,242935,140460,0.5781793483853706,1515,1436,81,-6.174491119023607e-4
New York,Monroe County,-3.2571476295203364e-4,-234,900,3775,72609.69999999991,718420,718420,1,10255,10021,425,-7.182428106121767e-4
South Carolina,"Georgetown, Marion & Dillon Counties",-3.2603427765784024e-4,-37,1000,277,57300.72,113485,113485,1,358,321,17,-3.2603427765784024e-4
Kansas,South Central Kansas,-3.2678107029877776e-4,-72,990,969,55421.45454545508,220331,112241,0.5094199182139599,1463,1391,91,-3.8124458201524073e-4
Pennsylvania,Adams & Franklin,-3.3530882750986736e-4,-83,3700,692,68753.8604651163,247533,124790,0.5041348022283898,1411,1328,58,-6.140595395361427e-4
Georgia,Southwest Georgia Regional Commission,-3.3951610021085735e-4,-38,1100,271,63360,111924,111924,1,327,289,25,-3.3951610021085735e-4
Texas,Brazos Valley COG,-3.396186365726819e-4,-48,3601,367,66121.50000000009,141335,141335,1,499,451,34,-3.396186365726819e-4
Ohio,Cuyahoga County,-3.411130171693552e-4,-414,900,6727,68108.82352941466,1213674,839633,0.6918109805433749,17054,16640,846,-0.0010356982187968104
Indiana,Madison County,-3.436265092232479e-4,-44,1900,417,60602.86792452829,128046,128046,1,764,720,34,-3.436265092232479e-4
Virginia,Newport News City,-3.441401243651208e-4,-58,51175,630,59511.31578947369,168536,168536,1,2356,2298,105,-0.0011154886789765985
Illinois,"Livingston, Ford, Iroquois & Vermilion Counties",-3.4732747297160755e-4,-55,2200,565,62048.89285714286,158352,158352,1,724,669,43,-3.4732747297160755e-4
Indiana,"Howard, Cass & Tipton Counties",-3.4793680875320175e-4,-47,1300,429,70865.25806451612,135082,135082,1,720,673,38,-6.514561525591862e-4
Pennsylvania,Cambria County,-3.493935526193821e-4,-49,2100,602,68882.00000000001,140243,140243,1,748,699,49,-4.349593206078022e-4
Louisiana,Capital Region Planning Commission 3,-3.5273545091348474e-4,-141,1500,1727,69509.66666666667,399733,157671,0.3944407892268089,5985,5844,235,-7.830226676306434e-4
Maryland,Prince George's County,-3.5693630078477586e-4,-295,1100,4573,78615.2678571428,826478,826478,1,11366,11071,533,-9.93371874387461e-4
Indiana,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties",-3.58849957655705e-4,-50,3400,361,75422.58823529414,139334,139334,1,577,527,32,-5.813369314022421e-4
California,San Joaquin County,-3.6165570962121325e-4,-247,7700,1519,73458.05714285762,682970,682970,1,4216,3969,178,-3.953321522175205e-4
Ohio,"Jackson, Hocking, Pike & Vinton Counties",-3.621256777282649e-4,-36,4900,196,56593.657534246566,99413,99413,1,384,348,12,-3.621256777282649e-4
New Jersey,Hunterdon County,-3.6769995683522247e-4,-46,800,1119,113590.34482758616,125102,125102,1,1363,1317,81,-5.195760259628144e-4
Louisiana,Kisatchie Delta Regional Planning & Development District 1,-3.863987635239567e-4,-46,600,207,57326.23999999998,119048,119048,1,294,248,17,-3.863987635239567e-4
Wisconsin,Walworth County,-3.9393342525113255e-4,-40,50000,351,65976.44444444444,101540,101540,1,951,911,39,-3.9393342525113255e-4
Wisconsin,Racine County,-3.9466206402997327e-4,-75,30000,464,76391.0977443609,190036,190036,1,1394,1319,51,-5.577890504956956e-4
Wisconsin,"Oneida, Lincoln, Vilas, Langlade & Forest Counties",-3.966501095295189e-4,-44,600,464,61204.68750000003,110929,110929,1,684,640,33,-3.966501095295189e-4
Wisconsin,Dane County,-4.0273305707951414e-4,-204,104,2512,71955.066666667,506539,389871,0.7696761749835649,11700,11496,334,-0.001711615492587935
Illinois,"Knox, Stark, Bureau, Marshall & Woodford Counties",-4.0347545408379767e-4,-58,2501,751,67143.26923076923,143751,143751,1,887,829,65,-4.799966608927938e-4
Michigan,St. Joseph & Branch Counties,-4.0434722578354604e-4,-41,2200,284,63461.44827586206,101398,101398,1,333,292,23,-4.0434722578354604e-4
Pennsylvania,Westmoreland County,-4.0584644348870113e-4,-144,2000,1401,79068.94999999985,354814,354814,1,2864,2720,115,-4.1993833388761435e-4
Georgia,Southwest Georgia Regional Commission,-4.0709508578075024e-4,-42,800,250,62563.12903225811,103170,103170,1,806,764,27,-4.0709508578075024e-4
Missouri,"Lincoln, Warren, Audrain, Pike & Montgomery Counties",-4.1539020717586584e-4,-56,400,336,67077.78787878787,134813,134813,1,506,450,27,-4.1539020717586584e-4
Tennessee,Northwest Tennessee,-4.166995955140133e-4,-58,100,404,57669.49999999999,139189,139189,1,746,688,35,-8.908749973058216e-4
Louisiana,Regional Planning Commission 4,-4.2224932429391125e-4,-197,2390,1884,66155.85714285752,466549,134536,0.28836413752896267,3879,3682,208,-6.966042152056911e-4
North Carolina,Northeast Albemarle Sound Region,-4.2347087314400654e-4,-48,700,286,61703.63636363635,113349,113349,1,591,543,32,-8.028301970021791e-4
Michigan,Eastern Upper Peninsula,-4.2519636341146637e-4,-55,200,528,56947.68518518518,129352,129352,1,597,542,38,-4.5611973529593666e-4
Pennsylvania,Philadelphia City,-4.288481621368055e-4,-586,3200,4554,57709.12280701756,1366451,1366451,1,24167,23581,870,-0.0011950666361252617
New York,Erie County,-4.309501788443242e-4,-390,1200,4169,71197.05405405477,904977,904977,1,10391,10001,419,-8.143853379699152e-4
Oklahoma,"Garfield, Kay & Noble Counties",-4.328104982514456e-4,-50,1400,325,57094.5915492958,115524,115524,1,1030,980,42,-7.704026868875732e-4
Kansas,Southwest Kansas,-4.348706259887683e-4,-58,1200,425,66650.54054054055,133373,133373,1,1020,962,44,-6.373104001559536e-4
Arkansas,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",-4.368492765984003e-4,-42,1500,173,58915.18181818185,96143,96143,1,298,256,16,-4.368492765984003e-4
Washington,"Skagit, Island & San Juan Counties",-4.3893805309734514e-4,-93,10200,1311,60888.16666666702,211875,211875,1,1939,1846,197,-6.277286135693216e-4
Iowa,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties",-4.5234305001000375e-4,-52,200,399,59467.272727272735,114957,114957,1,604,552,32,-4.5234305001000375e-4
Michigan,Wayne County,-4.5370760782966244e-4,-750,3200,4777,72914.8795180723,1653047,1052286,0.6365735517501923,14677,13927,554,-8.674889461703145e-4
Indiana,Porter County,-4.748309175803103e-4,-78,200,578,78792.70588235295,164269,164269,1,1651,1573,67,-4.748309175803103e-4
Indiana,Elkhart County,-4.7550871679837914e-4,-92,500,442,65373.37500000005,193477,193477,1,962,870,41,-5.685430309545838e-4
Indiana,Vigo County,-4.8499833579002425e-4,-51,1700,328,60413.71428571428,105155,105155,1,998,947,37,-6.276449051400314e-4
North Carolina,Robeson County,-4.909442656737602e-4,-101,4990,506,50916.87999999999,205726,107766,0.5238326706395886,543,442,27,-5.006659343009634e-4
Kentucky,Purchase Area Development District,-4.91705147939114e-4,-92,100,529,59809.878787878755,187104,187104,1,1224,1132,48,-7.963485548144347e-4
Nebraska,Northeast Nebraska,-4.954840933448947e-4,-92,200,693,57617.85365853657,185677,185677,1,1019,927,53,-4.954840933448947e-4
Georgia,Georgia Mountains Regional Commission,-4.957702144402911e-4,-63,3500,322,55025.65517241372,127075,127075,1,305,242,20,-7.554593743852056e-4
Wisconsin,East Central Wisconsin,-4.99241284626653e-4,-76,1400,578,62918.72000000001,152231,152231,1,946,870,48,-4.99241284626653e-4
Alabama,Cullman & Winston Counties,-5.009251781351271e-4,-49,700,208,56895.87500000006,97819,97819,1,330,281,19,-5.009251781351271e-4
Washington,"Cowlitz, Pacific & Wahkiakum Counties",-5.036801143841292e-4,-62,11200,278,61662.962962962956,123094,123094,1,850,788,37,-9.017498822038442e-4
Texas,Heart of Texas COG,-5.0396386966719e-4,-78,3700,504,65627.99999999997,154773,154773,1,853,775,62,-5.168860201714769e-4
Michigan,Saginaw County,-5.081300813008131e-4,-96,1500,548,67648.88235294117,188928,188928,1,1556,1460,52,-7.621951219512195e-4
Wisconsin,"Marinette, Oconto, Door & Florence Counties",-5.090012858979854e-4,-57,1300,387,63597.36363636364,111984,111984,1,693,636,40,-6.340191455922275e-4
Virginia,Central Shenandoah Planning District Commission,-5.238926813779965e-4,-66,51110,541,60363.26086956526,125980,125980,1,1570,1504,74,-0.0012779806318463248
Ohio,Muskingum & Perry Counties,-5.309331782671352e-4,-63,3700,254,59895.12000000009,118659,118659,1,609,546,28,-8.933161412113704e-4
Massachusetts,Boston City,-5.336480983787853e-4,-387,3300,5303,75592.80769230721,725197,620592,0.8557564358374345,23147,22760,1138,-0.002673756234512829
Illinois,"Monroe, Randolph, Washington, Jefferson & Marion Counties",-5.362561473265669e-4,-82,1001,628,75588.5609756097,152912,152912,1,1075,993,59,-7.06288584283771e-4
Georgia,Middle Georgia Regional Commission,-5.383107928289744e-4,-89,1600,489,67999.74999999996,165332,165332,1,975,886,50,-6.350857668207001e-4
New York,Fulton & Montgomery Counties,-5.448601525608427e-4,-57,1600,355,67891.47368421053,104614,104614,1,546,489,30,-5.448601525608427e-4
Minnesota,"Chisago, Isanti, Pine, Mille Lacs & Kanabec Counties",-5.492708275474749e-4,-89,600,558,72264.85714285714,162033,162033,1,761,672,43,-5.863003215394395e-4
Texas,Heart of Texas COG,-5.512465493257996e-4,-128,3800,815,62090.70270270271,232201,232201,1,2317,2189,130,-6.589118909909948e-4
Florida,Citrus County,-5.534789564268005e-4,-73,1701,230,55625.7323943662,131893,131893,1,842,769,30,-5.534789564268005e-4
Alabama,Tuscaloosa & Northport,-5.544483239177019e-4,-111,1590,729,65167.875,200199,102470,0.5118407184851074,2048,1937,79,-8.641401805203822e-4
California,San Bernardino County,-5.568768133108942e-4,-1086,7100,4605,68421.41176470621,1950162,1950162,1,13310,12224,512,-7.117357429793013e-4
Michigan,"Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties",-5.598538873133438e-4,-61,1300,341,49609.19999999998,108957,108957,1,349,288,27,-5.598538873133438e-4
Florida,Martin County,-5.655657470180908e-4,-78,8500,596,67840.37209302325,137915,137915,1,1527,1449,77,-6.235724903019977e-4
New Jersey,Essex County,-5.71834477916493e-4,-417,1300,3931,81012.5454545457,729232,729232,1,8121,7704,413,-0.0010037957741843473
Missouri,Jefferson County,-5.730396314209091e-4,-125,2000,516,74050.76190476191,218135,218135,1,1318,1193,41,-5.730396314209091e-4
Ohio,Lake County,-5.793125908111629e-4,-185,1090,1417,81714.10937500001,319344,204102,0.6391289643769728,2398,2213,114,-9.519515005761811e-4
Minnesota,"Crow Wing, Morrison, Todd & Wadena Counties",-5.793477763717584e-4,-76,700,518,66781.33333333347,131182,131182,1,515,439,36,-7.013157292921285e-4
Texas,Alamo Area COG,-5.805187580123683e-4,-72,6100,256,71826.76470588235,124027,124027,1,553,481,29,-6.933974054036621e-4
California,San Francisco County,-5.818393849197697e-4,-467,7500,7412,98872.952380952,802627,802627,1,26260,25793,1103,-0.0029154264683346064
Alabama,Southwest Alabama,-5.934271672628799e-4,-71,2200,221,58173.756097560974,119644,119644,1,199,128,10,-5.934271672628799e-4
Kentucky,Lake Cumberland Area Development District,-6.02879268229302e-4,-58,700,148,59305,96205,96205,1,382,324,11,-6.02879268229302e-4
Pennsylvania,Lackawanna,-6.082230036793208e-4,-142,700,998,62199.81818181815,233467,127980,0.5481716902174611,2147,2005,93,-9.337508084654362e-4
California,Imperial County,-6.117736832064835e-4,-93,2500,260,67173.43269230767,152017,152017,1,806,713,27,-9.867317471072314e-4
Texas,Capital Area COG,-6.12724693471152e-4,-92,5100,359,70785.49999999999,150149,150149,1,852,760,38,-6.12724693471152e-4
Tennessee,"Henderson, Hardeman, McNairy, Hardin, Haywood & Decatur Counties",-6.135213736504522e-4,-77,2900,318,50877.500000000065,125505,125505,1,391,314,25,-6.135213736504522e-4
Texas,South Texas Development Council,-6.149153876426603e-4,-150,6300,587,52539.529411764954,243936,243936,1,1207,1057,44,-8.608815426997245e-4
Missouri,"Buchanan, Andrew & DeKalb Counties",-6.16363100395723e-4,-69,200,396,49330.68750000001,111947,111947,1,1011,942,41,-7.414222801861595e-4
South Carolina,"Cherokee, Newberry, Chester & Union Counties",-6.226239571048718e-4,-85,400,339,58164.199999999924,136519,136519,1,543,458,23,-6.665738834887451e-4
Minnesota,"Blue Earth, Nicollet & Waseca Counties",-6.236790132012058e-4,-72,2200,571,65161.96078431373,115444,115444,1,1611,1539,65,-0.0017497661203700495
Louisiana,Coordinating & Development Corporation 1,-6.241352671342589e-4,-143,100,776,59887.111111111815,229117,115869,0.5057197850879681,2114,1971,92,-7.288852420379107e-4
Mississippi,South Region,-6.282671907596395e-4,-78,1700,235,57760.5,124151,124151,1,406,328,13,-6.282671907596395e-4
Ohio,Licking County,-6.325654521000559e-4,-103,3800,501,73700.25,162829,162829,1,1345,1242,47,-9.887673571661068e-4
California,Butte County,-6.332265065715377e-4,-131,700,743,56703.99999999982,206877,206877,1,1953,1822,110,-8.459132721375503e-4
Georgia,Northwest Georgia Regional Commission,-6.409720480450353e-4,-92,4500,415,71115.77777777774,143532,143532,1,807,715,30,-6.409720480450353e-4
Tennessee,Blount County,-6.470588235294118e-4,-77,1700,401,65121.55405405407,119000,119000,1,1037,960,44,-6.470588235294118e-4
New York,NYC-Manhattan Community District 8,-6.593617140761834e-4,-998,3800,10257,88843.72093023265,1513585,216491,0.14303194072351405,62215,61217,1880,-0.004556070521311985
Indiana,"Henry, Randolph, Jay & Blackford Counties",-6.640673174526378e-4,-70,1500,279,56342.24999999999,105411,105411,1,407,337,23,-6.640673174526378e-4
Missouri,Northeast Missouri,-6.667500104179689e-4,-80,300,445,59468.2,119985,119985,1,582,502,34,-7.000875109388673e-4
Arkansas,Craighead,-6.7169965021598e-4,-188,590,759,60396.2692307692,279887,179728,0.6421448656064769,1869,1681,75,-7.252927074140635e-4
Pennsylvania,"Pike, Wayne & Susquehanna Counties",-6.756430674195261e-4,-98,500,561,68208.66666666666,145047,145047,1,950,852,48,-9.307327969554696e-4
Texas,South Plains Association of Governments,-6.767218318966281e-4,-191,500,1183,59462.75675675674,282243,282243,1,3801,3610,198,-0.0010629138720889446
New York,"Clinton, Franklin, Essex & Hamilton Counties",-6.769936890418818e-4,-118,200,762,67310.3962264151,174300,174300,1,1357,1239,79,-7.630522088353413e-4
New Jersey,Monmouth County,-6.787141154502547e-4,-414,1100,3975,96089.00000000025,609977,609977,1,6994,6580,344,-9.967588941878136e-4
Wisconsin,Manitowoc & Kewaunee Counties,-6.799592024478531e-4,-68,1301,347,72780.01052631579,100006,100006,1,428,360,23,-7.299562026278424e-4
New York,Broome County,-6.849129074402059e-4,-227,2200,1546,64688.25806451616,331429,121301,0.3659939232837199,2904,2677,157,-9.624987553895404e-4
Indiana,LaPorte County,-6.885512702429602e-4,-77,300,322,65565.90909090906,111829,111829,1,555,478,26,-6.885512702429602e-4
Montana,West Montana,-6.942958117779715e-4,-133,200,599,46681.52631578951,191561,191561,1,2128,1995,49,-6.942958117779715e-4
New York,Wayne & Seneca Counties,-6.962410893008315e-4,-88,800,555,67604.56862745092,126393,126393,1,770,682,44,-6.962410893008315e-4
Kentucky,Buffalo Trace & Gateway Area Development Districts,-7.067988029535167e-4,-94,2700,320,57570.18749999999,132994,132994,1,736,642,33,-7.067988029535167e-4
New York,Onondaga County,-7.071480567609216e-4,-374,700,3212,71207,528885,417344,0.7891016005369788,6202,5828,319,-0.0013651360881855223
Wisconsin,West Central Wisconsin,-7.116127234364425e-4,-143,700,1026,64745.07692307698,200952,200952,1,1568,1425,102,-8.609021059755563e-4
California,Tulare County,-7.121534793134203e-4,-313,10700,727,68935.66101694915,439512,439512,1,2026,1713,77,-7.963377564207576e-4
Oklahoma,Oklahoma County,-7.160947125114741e-4,-518,1000,2350,66642.29411764676,723368,723368,1,10844,10326,350,-0.0010064033797458555
Georgia,River Valley Regional Commission,-7.177094814548997e-4,-112,1800,444,65527.19354838712,156052,156052,1,801,689,51,-8.458718888575602e-4
Utah,Weber County,-7.187827457500888e-4,-166,57000,658,65635.83870967716,230946,230946,1,1544,1378,64,-7.187827457500888e-4
Alabama,"Coffee, Covington, Butler & Crenshaw Counties",-7.250554711113441e-4,-83,2300,460,70978.32,114474,114474,1,928,845,48,-0.0016685011443646593
Minnesota,Sherburne & Benton Counties,-7.325141776937618e-4,-93,1000,339,74590.14814814816,126960,126960,1,1230,1137,26,-7.325141776937618e-4
Tennessee,"Tipton, Fayette & Lauderdale Counties",-7.41475051782361e-4,-92,3100,394,68551.59999999999,124077,124077,1,593,501,41,-9.67141371890036e-4
Pennsylvania,Schuylkill County,-7.59441562036439e-4,-107,2600,464,68119.99999999991,140893,140893,1,518,411,32,-7.59441562036439e-4
Tennessee,Washington County,-7.688972867741486e-4,-94,1300,459,55997.00000000008,122253,122253,1,1743,1649,61,-0.001022469796242219
Missouri,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties",-7.745376728736146e-4,-97,1200,309,55792.81355932201,125236,125236,1,581,484,36,-8.783416908876042e-4
Virginia,Hampton City,-7.81372089388967e-4,-100,51186,438,51883.65517241379,127980,127980,1,1611,1511,59,-0.0012267541803406782
Oklahoma,"Stephens, Caddo, Comanche",-7.826831356243121e-4,-160,600,445,58930.99999999999,204425,107071,0.523766662590192,1749,1589,74,-9.147609147609147e-4
Ohio,Ashtabula County,-8.009364795761197e-4,-78,1300,208,50591.333333333336,97386,97386,1,347,269,16,-8.009364795761197e-4
North Carolina,Randolph County,-8.120118701371562e-4,-110,3600,289,68205.82978723408,135466,135466,1,384,274,17,-8.120118701371562e-4
Tennessee,"Hamblen, Cocke & Grainger Counties",-8.177248312904559e-4,-95,1400,213,51099.48148148146,116176,116176,1,655,560,23,-0.0011964605426249828
Louisiana,North Delta Regional Planning & Development District 2,-8.19832950277482e-4,-117,500,310,60233.179487179485,142712,142712,1,308,191,17,-8.19832950277482e-4
South Carolina,Richland County,-8.225480997853664e-4,-384,600,2436,59270.24137931018,466842,197547,0.423156014240364,6292,5908,314,-0.001253100620766769
Oregon,Lane County,-8.248462005521887e-4,-288,700,1523,50446.19354838712,349156,349156,1,4185,3897,223,-0.001171396166756407
Louisiana,South Central Planning & Development Commission 2,-8.291372654016566e-4,-96,2000,260,70429,115783,115783,1,414,318,20,-9.327794235768636e-4
Georgia,Southern Georgia Regional Commission,-8.302306125186003e-4,-130,500,281,69103.84615384614,156583,156583,1,615,485,27,-0.001021822292330585
Georgia,River Valley Regional Commission,-8.309458508783557e-4,-163,1700,828,56461.046511627894,196162,196162,1,3283,3120,161,-0.0025845984441431064
Ohio,"Logan, Champaign & Hardin Counties",-8.356926015622335e-4,-98,2700,329,65605.2463768116,117268,117268,1,763,665,29,-0.0010062421120851383
Ohio,Belmont & Jefferson Counties,-8.364543378823388e-4,-111,3500,392,72622.67647058817,132703,132703,1,640,529,31,-8.364543378823388e-4
Illinois,South & Southeast Illinois,-8.42193101743108e-4,-109,800,427,63101.40384615391,129424,129424,1,425,316,24,-8.42193101743108e-4
Kansas,Sedgwick,-8.441869626835254e-4,-495,1300,2185,68011.6551724138,586363,469907,0.8013926526741967,6619,6124,258,-0.0010710089142732403
Wisconsin,Milwaukee City,-8.448247965850835e-4,-778,40100,3082,61770.23404255319,920901,529971,0.5754918281118165,15114,14336,455,-0.0011966541463197455
Indiana,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties",-8.461811843151856e-4,-100,3100,307,73903.58518518519,118178,118178,1,441,341,19,-8.461811843151856e-4
Vermont,Northwest Vermont,-8.491286996065704e-4,-180,100,976,67020.00000000004,211982,211982,1,3910,3730,104,-0.0012736930494098556
California,El Dorado County,-8.708633988554367e-4,-147,1700,806,86477.6,168798,168798,1,1882,1735,83,-0.0010367421414945674
New York,NYC-Bronx Community District 9,-8.727808110664724e-4,-1169,3700,3107,51968.42857142867,1339397,175182,0.13079169208233257,8421,7252,295,-0.0010631649914103138
Alabama,Jefferson County,-8.945485161018733e-4,-561,1300,2643,70202.30769230773,627132,438679,0.6995002646970654,9918,9357,369,-0.0012038932792458367
New Mexico,Northwest New Mexico,-9.00914814643212e-4,-175,190,486,51207.5,194247,105265,0.5419131312195298,1186,1011,52,-9.00914814643212e-4
Mississippi,East Central Region,-9.03372873485584e-4,-107,1400,214,60663,118445,118445,1,419,312,21,-0.0010046857191101355
Illinois,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",-9.103941191257499e-4,-134,1602,662,66624.0952380955,147189,147189,1,1126,992,76,-0.001012303908580125
Texas,Deep East Texas COG,-9.110799748762795e-4,-132,4000,385,61820.852941176476,144883,144883,1,924,792,40,-9.110799748762795e-4
Georgia,Southern Georgia Regional Commission,-9.205186578244086e-4,-93,600,383,58776.66666666667,101030,101030,1,1124,1031,44,-0.0024151242205285557
Arkansas,Southwest Arkansas,-9.213476244587083e-4,-90,2000,223,54226.88235294118,97683,97683,1,482,392,22,-0.001023719582731898
Missouri,"Laclede, Polk, Benton, Dallas & Hickory Counties",-9.251036116044997e-4,-100,1300,185,54770.79999999999,108096,108096,1,466,366,15,-0.0014524126702190646
Pennsylvania,Luzerne County,-9.288150742648226e-4,-345,800,1418,75997.8,371441,242551,0.6530000726898754,2570,2225,115,-0.0010930403482652697
Ohio,Toledo City,-9.465814156117062e-4,-591,290,2390,67409.14285714283,624352,262247,0.4200306878171288,6700,6109,261,-0.0013630131720567885
Kentucky,Kentucky River Area Development District,-9.466058089730733e-4,-101,1000,175,57593.72093023256,106697,106697,1,281,180,12,-9.466058089730733e-4
Utah,Tooele & Box Elder Counties,-9.470451306833772e-4,-107,3001,368,66413.89583333336,112983,112983,1,723,616,39,-0.001177168246550366
Pennsylvania,"Somerset, Bedford & Fulton Counties",-9.512519939705259e-4,-130,3800,537,67607.50000000001,136662,136662,1,369,239,31,-9.512519939705259e-4
Wisconsin,Sheboygan County,-9.559119131638897e-4,-107,2500,415,70133.05263157895,111935,111935,1,938,831,36,-0.0010184482065484432
Illinois,St. Clair County,-9.702898841265386e-4,-242,1100,892,74129,249410,249410,1,2302,2060,87,-0.0020728920251794234
Wyoming,Laramie & Albany Counties,-9.703070272317062e-4,-123,300,561,68019.18367346952,126764,126764,1,2245,2122,90,-0.0012779653529393204
North Carolina,Caldwell & Alexander Counties,-9.744990892531876e-4,-107,2000,218,58865.71428571428,109800,109800,1,457,350,17,-0.0011839708561020036
Texas,East Texas COG,-9.753853232114102e-4,-106,1200,264,66292.725,108675,108675,1,720,614,35,-0.0012514377731769036
Mississippi,North Central Region,-9.757931676573802e-4,-109,700,296,49455.230769230766,111704,111704,1,402,293,18,-9.757931676573802e-4
Missouri,Franklin County,-9.781419177392332e-4,-101,1600,222,68595.78378378379,103257,103257,1,531,430,21,-9.781419177392332e-4
Wisconsin,Outer Green Bay City,-0.00097872457979959835,-248,200,708,70889.54545454544,253391,150364,0.5934070270846241,3012,2764,72,-0.0011760480837914528
Wisconsin,Eau Claire & Chippewa,-9.92698076472706e-4,-284,55100,1011,62495.46666666666,286089,152383,0.5326419400955646,2171,1887,103,-0.0012024230222063763
