state,migpuma_name,net migration,raw net migration,migpuma1,n_obs_for_median_real_wage,mean_nominal_wage,median_nominal_wage,median_real_wage,mean_real_wage,migpuma_population,top_place_population,proportion_in_named_place,n_out,n_in,n_obs_n_in,net migration (not foreign)
California,Sacramento County,0.001687257204326068,2381,6700,6271,110303.85064362397,92735,71971.11363636352,88932.20476400455,1411166,1411166,1,18295,20676,987,0.0012252279320788624
Ohio,Columbus,0.001685545282805996,1987,4100,6489,101388.20816687973,82024,66088.19999999968,83978.98437333546,1178847,744775,0.6317825807759616,23996,25983,1017,7.032295115481483e-4
Alabama,Limestone & Madison,0.0016730778326055084,849,290,2526,112067.09669666312,98231.74358974388,82368.45000000006,96083.6739701526,507448,170698,0.3363852059718434,6661,7510,291,9.498510192177327e-4
Colorado,Larimer County,0.0016665604486648397,523,100,1983,101606.12466346407,86245.14634146327,68908.14285714286,83219.94296046034,313820,313820,1,6145,6668,333,0.0013574660633484162
Alabama,Montgomery City & Pike Road Town,0.0016421823768780722,590,2090,1358,94317.23278788701,78423.70454545463,65107.8260869567,78914.74840439978,359278,190061,0.5290081775115648,3441,4031,175,7.375903896147273e-4
Kentucky,Pennyrile Area Development District,0.0016381674612085627,178,300,242,83376.7037470726,70000,56325.18867924527,70695.62365339579,108658,108658,1,608,786,33,-3.497211434040752e-4
Florida,Palm Beach County,0.001624109710591572,2050,9900,6746,111657.07947156663,84349.03703703918,65912.17142857147,89512.80530409167,1262230,1262230,1,16756,18806,1046,0.0011717357375438707
Texas,Texoma COG,0.0016170376494199982,311,800,671,95671.04481823115,80424.04347826078,68739.99999999993,80232.58187737384,192327,192327,1,1032,1343,84,0.0015754418256407057
South Carolina,Horry County,0.0016043348916277094,453,1100,891,83346.3639227583,65918.60000000003,52047.666666666715,68305.5887054431,282360,282360,1,2461,2914,137,0.0015760022666100014
Texas,Fort Bend County,0.001603971506635441,1052,4900,3071,149753.077077699,127739,103899.98214285691,125380.04221182661,655872,655872,1,8678,9730,352,-3.948941256830601e-4
Florida,Broward County,0.0015944030459092173,2660,1100,8530,105929.90508351708,81538,61415.61290322583,83196.68520856617,1668336,1668336,1,23646,26306,1249,3.698295786939801e-4
New Mexico,Albuquerque City,0.0015639014413601228,1095,790,2797,91601.84652678305,75000,58826.33333333336,75490.58540194242,700172,607368,0.86745542523837,9693,10788,405,7.569568620281874e-4
Nebraska,Southwest Nebraska,0.001539279617139179,165,400,371,77775.00017073588,74864.6666666669,62358.60273972603,65804.52586648455,107193,107193,1,825,990,40,0.0014739768455029713
Iowa,"Des Moines, Lee, Henry & Louisa Counties",0.001534401876465989,157,2300,292,83278.23085846868,70928.35294117646,60058.379310344826,70953.5765661253,102320,102320,1,381,538,27,0.0013975762314308053
Washington,"Lewis, Klickitat & Skamania Counties",0.0015322960867515322,156,11000,321,85817.06300238974,74188,54834.36363636361,70315.35194438409,101808,101808,1,379,535,28,0.0013653151029388653
Georgia,Coastal Regional Commission,0.0015320836337418889,221,100,429,95813.82029154518,78985.33333333333,60285.714285714195,77299.92221574344,144248,144248,1,1761,1982,95,0.0015320836337418889
Arkansas,"White, Jackson, Prairie & Woodruff Counties",0.0015315925778095442,165,800,254,75249.82257746201,68119.7333333333,55406.47826086956,63398.3246496941,107731,107731,1,495,660,30,0.00145733354373393
Minnesota,Ramsey County,0.0015282265581308644,787,1300,2029,110115.3079669067,88007.38805970168,71230.42857142874,91770.39924927226,514976,514976,1,9712,10499,308,8.000372832908719e-4
Minnesota,"Rice, Goodhue & Le Sueur Counties",0.0015245199534844145,215,2300,664,106556.78207465695,93162.31034482758,76380.11764705883,88295.69542270416,141028,141028,1,906,1121,54,0.0015245199534844145
New Mexico,Far Southeast New Mexico,0.0015162871641122397,176,1200,200,92175.40231241152,82402.91764705884,69504.03773584907,79359.11632845682,116073,116073,1,591,767,29,9.390642095922394e-4
Kentucky,Northern Kentucky Area Development District,0.0015142164566062464,238,2400,738,105892.65471063257,87214.2972972973,71161.24324324324,90062.36534320323,157177,157177,1,1687,1925,98,0.0011706547395611317
Minnesota,Olmsted County,0.0014977568000219853,218,2500,724,130140.71239484016,103158.16949152548,86638.18750000001,112032.84699943915,145551,145551,1,1874,2092,74,1.2366799266236577e-4
Nebraska,Central Nebraska,0.001493243305910832,161,300,396,85591.907446293,67943.2558139535,57451.724137931036,72316.66079793248,107819,107819,1,569,730,38,9.924039362264536e-4
Missouri,St. Charles County,0.0014886262562780615,559,1700,1957,118403.45478742536,106009.5365853659,88502.16666666669,99756.03776706712,375514,375514,1,4263,4822,194,9.427078617574844e-4
North Carolina,Wilkesboro High Country,0.0014876625440381924,220,200,368,83480.7822075209,70671.18110236218,57812.05882352937,68133.80379526463,147883,147883,1,367,587,31,0.0014403278267278862
New Hampshire,Southwestern New Hampshire,0.001485725469960766,167,500,679,96540.50883086964,81022.03389830506,62261.999999999956,77924.92656939912,112403,112403,1,1315,1482,72,9.697250073396617e-4
Illinois,DuPage County,0.0014529644479847627,1306,3200,6466,139847.254120559,111390,88732,114785.64058117762,898852,786275,0.8747546870897545,15834,17140,796,5.351270286988292e-4
Nevada,Washoe County,0.0014450486116270097,603,100,1830,102343.74434868402,81104,64349.500000000065,83481.89425727635,417287,417287,1,5467,6070,279,0.0010280694102620018
Pennsylvania,Centre County,0.0014379986210972127,219,1200,700,96713.38473282443,81104,65452.77966101698,79987.92566059894,152295,152295,1,2768,2987,96,-2.6264814997209365e-4
Ohio,Medina County,0.0014284376170850507,244,1900,861,115761.16875346944,101202.82978723399,83617.5950413223,97918.39739715043,170816,170816,1,1361,1605,84,8.020325964780817e-4
North Carolina,Craven County,0.0014271486801441522,139,4300,299,91479.67690714532,73183.07692307692,56471.75675675675,74964.36934760096,97397,97397,1,987,1126,49,-8.727168187931866e-4
Maryland,Carroll County,0.0014264817881795432,236,400,947,133129.38335992146,120000,95039.34482758622,107769.18799852743,165442,165442,1,1151,1387,71,0.0014264817881795432
South Carolina,Charleston,0.0014205782624495814,946,1200,3459,101582.68611841738,83629,65666.99999999993,81808.40076389277,665926,333539,0.5008649609716395,11250,12196,571,8.139042476191049e-4
Kentucky,Northern Kentucky Area Development District,0.0014123282589311864,217,2600,590,104150.5659221902,88832.58064516127,72979.18181818181,88162.49927953891,153647,153647,1,1102,1319,69,0.0012756513306475233
Ohio,Fairfield County,0.0014118195338254141,206,3900,530,110857.13588355374,101263.52173913043,83934.39999999994,92760.1933078903,145911,145911,1,1034,1240,59,0.0013227241263509947
Pennsylvania,Cumberland County,0.0014028729158066344,401,2300,1211,105895.54717118428,91534.55102040811,73680.90322580645,88084.91489903584,285842,148112,0.5181603823091079,2844,3245,119,8.606153049586834e-4
Arkansas,Washington County,0.0013969506825694672,303,200,733,100206.74502904378,81385.70588235286,67138.4468085106,85248.40923815907,216901,216901,1,2791,3094,98,5.301958036154743e-4
Ohio,Wayne County,0.001395667363055558,161,2000,412,85369.94332275743,78102.25000000028,64571.894736842354,71729.26088837611,115357,115357,1,750,911,51,0.0011095988973360957
Georgia,Atlanta Regional Commission,0.001387506409676349,184,4400,465,90266.3416701288,80059.38144329896,65426.727272727214,73514.04453676776,132612,132612,1,1226,1410,50,0.0012970168612191958
Virginia,"Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties",0.0013734384373322668,261,51215,1015,122914.65459320457,104536,84069.07692307691,101619.4790173442,190034,190034,1,1452,1713,86,0.0010050833008829999
Arkansas,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",0.0013726151769830072,179,400,261,88890.9993442623,71632.93333333335,57990.02380952381,76958.14688524591,130408,130408,1,403,582,25,0.0013726151769830072
Georgia,Atlanta Regional Commission,0.001328371426581359,267,6000,609,90732.3124089293,77279,60428.75000000001,73553.6993646908,200998,200998,1,2105,2372,66,0.001223892775052488
Florida,St. Lucie County,0.0013166859321294333,344,11100,456,82156.67657053236,63905.29411764707,48965.14285714295,65782.97926287357,261262,261262,1,1636,1980,76,0.0012056862459906147
Louisiana,Acadiana Regional Development District 2,0.0013141854211877815,152,1100,190,96743.72942036045,82431.16129032258,70660.26666666668,84988.37043351194,115661,115661,1,320,472,17,0.0013141854211877815
Idaho,Ada County,0.0013081611878041513,843,490,2066,95328.93060662597,77279.6,63698.70192307692,79316.38835654898,644416,315097,0.4889652026020459,7681,8524,313,9.528006753401529e-4
Pennsylvania,Northampton,0.0013080749285638692,927,2890,2311,115699.79256773552,95000,76261.99999999997,95497.21261673946,708675,167969,0.23701837936995096,5082,6009,235,0.0010202137792358979
Washington,Whatcom County,0.0013052001390869647,259,10100,759,91272.91375179683,79076,60358.372093023274,72798.35026353618,198437,198437,1,2272,2531,117,8.415769236583904e-4
Florida,Lake,0.0013003540692766151,516,6900,798,91945.48381052754,75006.96428571429,59629.91780821919,75767.43989694947,396815,156692,0.39487418570366545,2587,3103,105,0.0011037889192696848
North Carolina,Wayne County,0.0012924651847540465,151,4000,307,89646.13949759486,71701.73076923077,55418.73529411765,75568.16835916621,116831,116831,1,718,869,40,1.540686975203499e-4
Florida,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties",0.0012842107778136163,215,2300,338,90448.4012455516,68590.65625000001,56786.38461538462,77566.4065836299,167418,167418,1,253,468,31,0.0012842107778136163
North Carolina,Alamance County,0.0012825740933187755,195,1600,631,93304.67925880426,81513.8235294118,66660.47368421059,77985.46181408681,152038,152038,1,1283,1478,76,0.0011312961233375866
Wisconsin,Washington & Ozaukee Counties,0.0012800029467693738,278,20000,752,130829.78775545549,105962.53731343284,86164.27142857142,109882.32932109456,217187,217187,1,2676,2954,74,0.0010451822622901002
California,Shasta County,0.0012743723716069836,210,8900,577,90597.29874881964,72994.23076923077,55757.60975609756,71584.20809726157,164787,164787,1,1064,1274,72,0.0011408666945814901
Texas,South Texas Development Council,0.0012697379130717891,117,6400,120,76441.4863362668,68230.22222222222,59695.59090909092,67463.1352477999,92145,92145,1,91,208,9,0.0012263280698898474
Texas,Concho Valley COG,0.0012692250261311035,136,2900,326,94268.44149018395,70884.25925925926,59372.571428571435,79829.71092904622,107152,107152,1,1557,1693,66,-9.33253695684635e-5
South Carolina,"Lancaster, Chesterfield & Marlboro Counties",0.0012690268279131026,185,700,351,99134.6873620309,78310,65762.0714285715,84719.43901766004,145781,145781,1,657,842,26,0.0012347288055370726
North Carolina,Cabarrus County,0.0012689208833989011,309,3290,931,110717.3258341896,93276.9655172412,78454.10256410242,92875.26234384294,243514,139077,0.57112527411155,2016,2325,104,0.001199109702111583
Virginia,George Washington Regional Commission,0.001260820155029994,223,51120,880,118487.67839333288,104441.94999999998,82626.95,95746.62340323793,176869,176869,1,1323,1546,85,9.724711509648384e-4
Idaho,Bonneville County,0.0012568795109596084,132,1200,427,99319.7061126547,82653.8837209303,68140.10526315791,84726.72859307905,105022,105022,1,834,966,42,6.760488278646379e-4
New York,Orange County,0.0012567097310472112,446,2900,1450,128677.95138813084,111390,87412.6399999946,101921.19819524797,354895,354895,1,1917,2363,118,9.298524915820172e-4
South Carolina,Lexington,0.0012538745775178186,358,606,1573,98083.33467789309,80000,65242.937499999905,82438.1585666732,285515,165386,0.5792550303836926,2678,3036,167,9.421571546153442e-4
Louisiana,Imperial Calcasieu Regional Planning & Development District 2,0.0012525513319261029,359,890,771,100790.93608192222,87987.24489795904,75221.5555555554,87511.90603038619,286615,146608,0.5115154475515936,1600,1959,90,5.512621460844687e-4
California,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",0.0012524530529540341,157,1500,400,71428.34965034966,62854.00000000012,49224.000000000015,56046.04088219473,125354,125354,1,788,945,57,0.0012524530529540341
Texas,Kaufman County,0.0012492499581943913,127,1400,360,105315.60158311346,100982.05263157895,82889.32727272727,86994.02480211081,101661,101661,1,595,722,40,0.001062354295157435
New York,Albany County,0.0012348083786096406,355,2000,1733,111794.8485654624,90000,72827.14285714264,92967.53542721474,287494,287494,1,4872,5227,232,4.8696668452211175e-5
Louisiana,Capital Region Planning Commission 6,0.0012312327536882664,170,1700,268,90124.79841796377,82003.57777777777,69592.65116279069,75803.24240877775,138073,138073,1,829,999,28,0.0010863818414896468
Arkansas,Sebastian & Crawford Counties,0.001221253059917389,225,1400,412,92801.39074658255,73166.63157894736,61473,79742.75856992639,184237,184237,1,861,1086,41,8.08740915234182e-4
Illinois,McLean County,0.0012191386755229384,203,2000,1166,108177.77376037744,92735,76884,91716.98076486867,166511,166511,1,3284,3487,156,-6.0056092390292535e-5
Maryland,Charles County,0.0012171585735708474,181,1600,646,135770.27607591153,123647,97060.17647058824,109391.09675732217,148707,148707,1,1084,1265,54,9.750717854573087e-4
Nevada,Clark County,0.001206113438003922,2285,400,6666,97693.47098055798,78402,61826.24324324366,79712.01862828787,1894515,1650119,0.8709981182519009,21750,24035,1178,8.624898720780781e-4
North Carolina,"Haywood, Madison, Swain, Graham & Jackson",0.0011855191748009154,244,2390,626,73849.5923853211,61823,49738.72499999999,61252.39091743119,205817,104679,0.5086023020450205,1367,1611,92,0.0010786281016631279
Missouri,Jackson County,0.0011815187548681514,763,1000,3040,99617.06308076334,80090,65633.39999999969,83457.93960866415,645779,645779,1,8440,9203,454,8.996885931564823e-4
North Carolina,Onslow County,0.0011778120262125825,282,4190,566,78408.01428200467,66963.18181818178,54109.214285714224,63738.41677486367,239427,134174,0.5603962794505215,1677,1959,85,6.390256737961884e-4
Iowa,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties",0.0011730838986517252,152,600,516,82011.018921095,74944.74999999994,63135.93333333325,69340.75644122383,129573,129573,1,654,806,46,8.412246378489346e-4
Georgia,Heart of Georgia Altamaha Regional Commission,0.0011675499816340452,178,1200,336,92505.23132629837,83329.4383561644,71986.40000000002,79697.71301469067,152456,152456,1,433,611,44,0.0011675499816340452
Georgia,Atlanta Regional Commission,0.0011563434482161625,1790,1090,12427,121211.5804279875,89644,70750.33628318648,99981.76874248618,1547983,1547983,1,39774,41564,2092,-3.313989882317829e-4
Washington,Grays Harbor & Mason Counties,0.001151905511300031,142,11300,270,87890.63990218056,78236.99999999999,61154.612903225796,72505.69105359691,123274,123274,1,663,805,35,0.001151905511300031
Virginia,Rappahannock-Rapidan Regional Commission,0.0011479607169044728,191,51087,721,118690.7597521252,103956.94545454546,82948.94736842107,95383.95114006515,166382,166382,1,909,1100,62,0.0010037143440997224
Connecticut,Litchfield County,0.0011297815939289395,205,500,1131,120928.78104203862,100000,77239.07692307702,97439.41697776335,181451,181451,1,1471,1676,84,9.148475345961168e-4
Connecticut,Stamford & Greenwich Towns,0.0011164584773654266,998,100,6461,189678.07921650793,135897,104837.77777777794,153999.8929954574,893898,178987,0.2002320175232521,14792,15790,775,6.824044801532166e-5
